Carrier,Month,DayofMonth,Median,Mean
MQ,9,7,-4.0,0.485451761103
MQ,9,8,-2.0,9.68662232077
MQ,9,9,-3.0,9.51219512195
MQ,9,10,-4.0,1.11973392461
MQ,9,11,-3.0,2.08419497784
MQ,9,12,0.0,15.5240919199
MQ,9,13,0.0,14.0482822656
MQ,9,14,0.0,12.9670750383
MQ,9,15,-1.0,6.5317577548
MQ,9,16,-4.0,0.869276218612
MQ,9,17,-4.0,0.329637841833
MQ,9,18,-3.0,2.89874353289
MQ,9,19,-3.0,1.05325443787
MQ,9,20,-4.0,0.388115134633
MQ,9,21,-1.0,8.53751914242
MQ,9,22,-3.0,3.82261640798
MQ,9,23,-4.0,-0.944526627219
MQ,9,24,-4.0,1.82717872969
MQ,9,25,-3.0,1.57879234168
MQ,9,26,-3.0,7.62536873156
MQ,9,27,-4.0,3.41890639481
MQ,9,28,-4.0,2.98475609756
MQ,9,29,-3.0,5.48969072165
MQ,9,30,-4.0,0.940915805022
MQ,10,1,-3.0,1.47294117647
MQ,10,2,-4.0,0.810236220472
MQ,10,3,-3.0,3.15378548896
MQ,10,4,-4.0,-0.379921259843
MQ,10,5,-3.0,4.0
MQ,10,6,-3.0,3.32629107981
MQ,10,7,-3.0,4.92097026604
MQ,10,8,-3.0,0.651017214397
MQ,10,9,-3.0,1.01809598741
MQ,10,10,-3.0,3.57097791798
MQ,10,11,-4.0,1.41246290801
MQ,10,12,-3.0,0.482391482391
MQ,10,13,-3.0,1.12598425197
MQ,10,14,-4.0,1.66299212598
MQ,10,15,-2.0,9.83622047244
MQ,10,16,-2.0,6.24330708661
MQ,10,17,-3.0,1.72712933754
MQ,10,18,-4.0,0.907022749753
MQ,10,19,-3.0,0.470925470925
MQ,10,20,-3.0,1.85039370079
MQ,10,21,-4.0,1.4
MQ,10,22,-3.0,3.36771653543
MQ,10,23,-3.0,0.68031496063
MQ,10,24,-2.0,6.47634069401
MQ,10,25,-4.0,2.95351137488
MQ,10,26,-1.0,12.506961507
MQ,10,27,-1.0,11.0937007874
MQ,10,28,-3.0,4.55275590551
MQ,10,29,-3.0,1.08503937008
MQ,10,30,-3.0,1.95511811024
MQ,10,31,-3.0,3.03157063931
MQ,11,1,-4.0,-0.22244488978
MQ,11,2,-3.0,2.63765541741
MQ,11,3,-4.0,-0.372268907563
MQ,11,4,-4.0,-1.56974789916
MQ,11,5,-3.0,1.29411764706
MQ,11,6,-1.0,9.71189279732
MQ,11,7,-1.0,9.14345637584
MQ,11,8,-2.0,5.07826982492
MQ,11,9,-2.0,3.97283085013
MQ,11,10,-3.0,6.24201680672
MQ,11,11,-1.0,10.8114478114
MQ,11,12,-1.0,11.2924369748
MQ,11,13,-2.0,5.51675041876
MQ,11,14,-1.0,8.69966442953
MQ,11,15,-3.0,4.22760041195
MQ,11,16,-2.0,3.64592462752
MQ,11,17,-2.0,2.72521008403
MQ,11,18,-3.0,1.94705882353
MQ,11,19,-3.0,2.00168067227
MQ,11,20,-1.0,5.27051926298
MQ,11,21,-1.0,4.40771812081
MQ,11,22,-1.0,5.1184346035
MQ,11,23,-3.0,1.25503943909
MQ,11,24,-2.0,5.29411764706
MQ,11,25,-2.0,5.58235294118
MQ,11,26,-2.0,3.39782244556
MQ,11,27,-3.0,-0.00455062571104
MQ,11,28,-3.0,0.971456692913
MQ,11,29,-2.0,2.11934156379
MQ,11,30,10.0,33.6643295355
MQ,12,1,24.0,43.0924369748
MQ,12,2,2.0,11.8329113924
MQ,12,3,-1.0,9.78800675676
MQ,12,4,-2.0,3.09595959596
MQ,12,5,-2.0,5.70970464135
MQ,12,6,-2.0,8.196875
MQ,12,7,-2.0,4.93139841689
MQ,12,8,-2.0,3.00760135135
MQ,12,9,0.0,12.1951013514
MQ,12,10,1.0,16.0337837838
MQ,12,11,-1.0,9.31986531987
MQ,12,12,-1.0,4.77383966245
MQ,12,13,-3.0,0.486458333333
MQ,12,14,-2.0,5.56200527704
MQ,12,15,8.0,22.9366554054
MQ,12,16,0.0,25.3893581081
MQ,12,17,20.0,32.3175675676
MQ,12,18,4.0,25.9228813559
MQ,12,19,9.0,35.16057774
MQ,12,20,5.0,28.174553102
MQ,12,21,8.0,34.0363797693
MQ,12,22,15.0,33.8401360544
MQ,12,23,9.0,42.0424808836
MQ,12,24,9.0,43.7233626588
MQ,12,25,0.0,28.953326713
MQ,12,26,0.0,26.2546848382
MQ,12,27,9.0,41.7939011567
MQ,12,28,4.0,17.8339253996
MQ,12,29,-2.0,4.11839863714
MQ,12,30,-2.0,3.31771720613
MQ,12,31,-1.0,10.96812749
OO,1,1,0.0,15.069166128
OO,1,2,0.0,12.217112922
OO,1,3,0.0,13.5442815249
OO,1,4,0.0,18.8016877637
OO,1,5,9.0,37.6719263642
OO,1,6,8.0,31.4969325153
OO,1,7,0.0,18.9361571516
OO,1,8,0.0,19.4088050314
OO,1,9,-3.0,6.64089775561
OO,1,10,-3.0,12.0584615385
OO,1,11,-3.0,6.90786240786
OO,1,12,-5.0,-1.53383458647
OO,1,13,-3.0,2.16184210526
OO,1,14,-4.0,2.51138461538
OO,1,15,-4.0,9.4462602137
OO,1,16,-5.0,1.34644194757
OO,1,17,-1.0,14.6397285626
OO,1,18,-2.0,5.99692874693
OO,1,19,-3.0,3.13468773514
OO,1,20,-3.0,5.80171844019
OO,1,21,15.0,50.0681399632
OO,1,22,1.0,26.0138017566
OO,1,23,-1.0,16.1413449564
OO,1,24,-1.0,14.8430769231
OO,1,25,0.0,17.430325353
OO,1,26,-2.0,6.14511278195
OO,1,27,0.0,16.6717105263
OO,1,28,1.0,31.4403444034
OO,1,29,-1.0,17.7495291902
OO,1,30,-3.0,2.53769470405
OO,1,31,0.0,17.5074074074
OO,2,1,0.0,15.1483990148
OO,2,2,-2.0,12.2372754491
OO,2,3,0.0,15.837944664
OO,2,4,0.0,15.7274401473
OO,2,5,-2.0,6.826875
OO,2,6,0.0,14.7364822871
OO,2,7,-2.0,6.29353846154
OO,2,8,0.0,17.5943279901
OO,2,9,-4.0,2.42771535581
OO,2,10,-2.0,7.29702970297
OO,2,11,-3.0,10.0969135802
OO,2,12,-2.0,14.7265280403
OO,2,13,-2.0,6.26818742293
OO,2,14,2.0,13.7391566265
OO,2,15,-1.0,5.89717378232
OO,2,16,-3.0,4.96332179931
OO,2,17,0.0,14.0125944584
OO,2,18,0.0,19.9305135952
OO,2,19,-1.0,14.774984672
OO,2,20,-3.0,3.55716878403
OO,2,21,-1.0,14.6381182147
OO,2,22,0.0,10.3180998196
OO,2,23,-2.0,12.4451388889
OO,2,24,0.0,18.4424166142
OO,2,25,-1.0,12.1633514165
OO,2,26,-3.0,13.0276923077
OO,2,27,-4.0,0.179176755448
OO,2,28,-4.0,0.690447400242
OO,2,29,0.0,17.2880336741
OO,3,1,-3.0,3.27858627859
OO,3,2,0.0,12.7576312576
OO,3,3,-2.0,10.9965055329
OO,3,4,-4.0,1.95044776119
OO,3,5,-4.0,0.608797653959
OO,3,6,-4.0,1.1073512252
OO,3,7,-3.0,1.89599070308
OO,3,8,-2.0,7.26416382253
OO,3,9,-2.0,9.52596212584
OO,3,10,-4.0,0.395687645688
OO,3,11,-5.0,-0.574671445639
OO,3,12,-5.0,-0.292082111437
OO,3,13,-2.0,7.83955659277
OO,3,14,-1.0,7.84324009324
OO,3,15,-2.0,7.18690313779
OO,3,16,-1.0,5.64002440513
OO,3,17,-2.0,6.74766899767
OO,3,18,-2.0,11.9910501193
OO,3,19,-1.0,11.3771260997
OO,3,20,-3.0,4.67191142191
OO,3,21,0.0,10.7096032202
OO,3,22,-2.0,12.258526603
OO,3,23,-4.0,0.558569667078
OO,3,24,-3.0,3.66413994169
OO,3,25,0.0,17.6917562724
OO,3,26,-3.0,0.773474178404
OO,3,27,-2.0,8.48018648019
OO,3,28,-2.0,4.3858221964
OO,3,29,-2.0,5.2697323267
OO,3,30,0.0,13.2979115479
OO,3,31,0.0,25.4621653085
OO,4,1,-1.0,7.40966010733
OO,4,2,-4.0,-0.502339181287
OO,4,3,-3.0,1.42406542056
OO,4,4,-2.0,6.52735739232
OO,4,5,-3.0,3.37997159091
OO,4,6,-2.0,5.43972939729
OO,4,7,-3.0,0.731188971855
OO,4,8,-4.0,4.73024691358
OO,4,9,-3.0,1.60910703726
OO,4,10,-1.0,16.0375366569
OO,4,11,-2.0,12.0458015267
OO,4,12,-3.0,3.92174567344
OO,4,13,-4.0,0.353426395939
OO,4,14,-3.0,2.37617370892
OO,4,15,-4.0,-0.381863047502
OO,4,16,-4.0,3.0824925816
OO,4,17,-4.0,0.0670588235294
OO,4,18,-3.0,5.39306698002
OO,4,19,-4.0,0.286466165414
OO,4,20,-3.0,1.03762755102
OO,4,21,-4.0,-0.159010600707
OO,4,22,-5.0,-0.779429987608
OO,4,23,-3.0,3.9605734767
OO,4,24,-2.0,4.20047449585
OO,4,25,-2.0,9.17159763314
OO,4,26,-3.0,4.8851095994
OO,4,27,-3.0,0.139460154242
OO,4,28,-3.0,7.50592417062
OO,4,29,-4.0,-0.288019863439
OO,4,30,-4.0,-1.70863309353
OO,5,1,-2.0,8.59137207909
OO,5,2,-2.0,14.4415817855
OO,5,3,-3.0,0.949618320611
OO,5,4,-3.0,7.31551155116
OO,5,5,-4.0,-1.11637672466
OO,5,6,-4.0,-0.86047979798
OO,5,7,-1.0,12.523752255
OO,5,8,-3.0,1.94897959184
OO,5,9,-3.0,-0.375899280576
OO,5,10,-3.0,-0.15969581749
OO,5,11,-2.0,14.1561264822
OO,5,12,-3.0,1.48443113772
OO,5,13,-4.0,1.60138539043
OO,5,14,-3.0,2.23737980769
OO,5,15,-2.0,3.48141486811
OO,5,16,-2.0,4.84232613909
OO,5,17,-3.0,0.183611532625
OO,5,18,-3.0,1.43044619423
OO,5,19,-3.0,1.59963985594
OO,5,20,-2.0,3.07556675063
OO,5,21,-3.0,1.00542822678
OO,5,22,0.0,10.2977190876
OO,5,23,-1.0,5.41486810552
OO,5,24,-2.0,5.07521105142
OO,5,25,-5.0,-3.43500424809
OO,5,26,-3.0,4.13516819572
OO,5,27,-3.0,1.63245236632
OO,5,28,-4.0,-1.56374622356
OO,5,29,-3.0,3.2432269717
OO,5,30,-1.0,15.2525556224
OO,5,31,-3.0,5.51930355791
OO,6,1,-2.0,2.17193675889
OO,6,2,-4.0,-0.682941531043
OO,6,3,-1.0,14.6519823789
OO,6,4,0.0,13.5737605804
OO,6,5,0.0,14.563339171
OO,6,6,-1.0,15.3862310385
OO,6,7,-1.0,8.02693602694
OO,6,8,-1.0,16.4965689333
OO,6,9,0.0,10.2935352359
OO,6,10,-2.0,2.22981732469
OO,6,11,-1.0,5.18304093567
OO,6,12,-1.0,9.19475218659
OO,6,13,0.0,10.031884058
OO,6,14,-2.0,4.66002656042
OO,6,15,0.0,14.139390168
OO,6,16,0.0,12.5799299883
OO,6,17,-2.0,5.28512396694
OO,6,18,-3.0,0.808771929825
OO,6,19,-2.0,2.49620991254
OO,6,20,-1.0,5.69413813117
OO,6,21,-2.0,2.7023255814
OO,6,22,-1.0,8.37336652147
OO,6,23,-1.0,13.7166180758
OO,6,24,-2.0,5.98170011806
OO,6,25,0.0,15.4970760234
OO,6,26,0.0,17.5029171529
OO,6,27,0.0,15.065583285
OO,6,28,-1.0,11.4062708472
OO,6,29,-1.0,16.548125
OO,6,30,-2.0,5.22986478542
OO,7,1,-2.0,6.4755952381
OO,7,2,-2.0,7.55483490566
OO,7,3,-2.0,2.24381625442
OO,7,4,-4.0,2.6079447323
OO,7,5,-3.0,0.942212825934
OO,7,6,-1.0,13.343106675
OO,7,7,0.0,17.8311239193
OO,7,8,-1.0,10.7663410969
OO,7,9,-2.0,4.66937669377
OO,7,10,-2.0,10.4224137931
OO,7,11,-1.0,12.3005714286
OO,7,12,-1.0,9.99539776463
OO,7,13,-1.0,11.2365196078
OO,7,14,-2.0,5.39700805524
OO,7,15,-2.0,7.61438679245
OO,7,16,-2.0,5.7995378394
OO,7,17,-3.0,2.17261219793
OO,7,18,-1.0,12.323798627
OO,7,19,-1.0,9.93021724819
OO,7,20,0.0,13.153893317
OO,7,21,-2.0,12.1981460023
OO,7,22,-3.0,4.62514898689
OO,7,23,-3.0,2.70770128355
OO,7,24,-2.0,3.58720930233
OO,7,25,-2.0,4.98611111111
OO,7,26,-3.0,-0.0551128818061
OO,7,27,-1.0,11.2222222222
OO,7,28,-2.0,6.79825581395
OO,7,29,-3.0,1.64243146603
OO,7,30,-3.0,0.232612507306
OO,7,31,-2.0,9.99360465116
OO,8,1,-1.0,7.62658959538
OO,8,2,-2.0,2.85477453581
OO,8,3,-2.0,4.06276923077
OO,8,4,0.0,23.6220289855
OO,8,5,-1.0,10.6283502085
OO,8,6,-2.0,7.0633059789
OO,8,7,-2.0,7.30952380952
OO,8,8,-2.0,6.58602771363
OO,8,9,-2.0,5.13492063492
OO,8,10,-2.0,3.21340713407
OO,8,11,-3.0,2.024970964
OO,8,12,-4.0,-0.732259988074
OO,8,13,-4.0,-1.65294117647
OO,8,14,-3.0,-0.195589088799
OO,8,15,-2.0,3.27383015598
OO,8,16,-3.0,6.0438247012
OO,8,17,-2.0,7.32819247378
OO,8,18,-2.0,7.23409223584
OO,8,19,-4.0,5.17211055276
OO,8,20,-3.0,2.85483870968
OO,8,21,-3.0,5.73127229489
OO,8,22,-2.0,7.14716312057
OO,8,23,-4.0,1.77752639517
OO,8,24,-3.0,0.757731958763
OO,8,25,-4.0,0.396069088743
OO,8,26,-4.0,0.885277246654
OO,8,27,-4.0,-1.95791457286
OO,8,28,-3.0,-0.109393579073
OO,8,29,-3.0,0.62293144208
OO,8,30,-4.0,-1.05017301038
OO,8,31,-4.0,-1.149
OO,9,1,-4.0,0.674022698613
OO,9,2,-4.0,-1.55548216645
OO,9,3,-4.0,-1.68231511254
OO,9,4,-3.0,7.86426767677
OO,9,5,-4.0,-0.430807764559
OO,9,6,-4.0,-2.11977030353
OO,9,7,-4.0,-1.09090909091
OO,9,8,-3.0,7.83608724389
OO,9,9,-4.0,3.90745856354
OO,9,10,-4.0,-0.252317880795
OO,9,11,-3.0,3.96221498371
OO,9,12,-1.0,14.0860841424
OO,9,13,-2.0,10.8091603053
OO,9,14,-1.0,19.0932784636
OO,9,15,-3.0,7.34937376401
OO,9,16,-4.0,4.34716459198
OO,9,17,-4.0,4.26737260093
OO,9,18,-4.0,-1.078125
OO,9,19,-3.0,-0.277381723914
OO,9,20,-4.0,-2.4199830652
OO,9,21,-3.0,8.39300411523
OO,9,22,-3.0,-0.226040978189
OO,9,23,-5.0,-2.97716262976
OO,9,24,-4.0,-1.41340411413
OO,9,25,-4.0,-0.197909862835
OO,9,26,-3.0,0.139519792343
OO,9,27,-4.0,-1.46898895497
OO,9,28,-4.0,-1.8629476584
OO,9,29,-3.0,8.55291005291
OO,9,30,-5.0,-0.0264255910987
OO,10,1,-5.0,-2.23956931359
OO,10,2,-4.0,3.01517150396
OO,10,3,-3.0,1.95484293194
OO,10,4,-4.0,6.56883116883
OO,10,5,-3.0,4.61746361746
OO,10,6,-4.0,-0.790635451505
OO,10,7,-4.0,3.34989503149
OO,10,8,-4.0,-0.131772575251
OO,10,9,-4.0,-1.51517150396
OO,10,10,-3.0,1.11629434954
OO,10,11,-3.0,1.55864465682
OO,10,12,-2.0,2.42688842689
OO,10,13,-4.0,-0.442217768871
OO,10,14,-4.0,-1.52377622378
OO,10,15,-3.0,5.42656875834
OO,10,16,-4.0,0.427254772877
OO,10,17,-4.0,0.274574049803
OO,10,18,-4.0,-2.00517687662
OO,10,19,-3.0,4.56756756757
OO,10,20,-3.0,2.86324216144
OO,10,21,-4.0,-1.81494413408
OO,10,22,-4.0,-1.07533333333
OO,10,23,-4.0,-0.270216962525
OO,10,24,-3.0,1.93415906128
OO,10,25,-4.0,-0.779808529156
OO,10,26,-3.0,7.03333333333
OO,10,27,-2.0,10.5484301937
OO,10,28,-5.0,-0.624912526242
OO,10,29,-4.0,2.4889632107
OO,10,30,-4.0,0.105610561056
OO,10,31,-4.0,6.23935799023
OO,11,1,-4.0,12.1266375546
OO,11,2,-2.0,7.37219101124
OO,11,3,-4.0,9.23428961749
OO,11,4,-5.0,-1.89964157706
OO,11,5,-4.0,0.955601092896
OO,11,6,-3.0,2.27315436242
OO,11,7,-3.0,3.99865861838
OO,11,8,-3.0,1.84500875657
OO,11,9,-3.0,1.41883345046
OO,11,10,-3.0,2.0976109215
OO,11,11,-3.0,4.43799283154
OO,11,12,-2.0,11.170998632
OO,11,13,-3.0,1.73825503356
OO,11,14,-3.0,1.91812080537
OO,11,15,-5.0,-2.75218150087
OO,11,16,-4.0,-0.350667603654
OO,11,17,-4.0,1.33310580205
OO,11,18,-5.0,-2.8820586133
OO,11,19,-4.0,6.68805460751
OO,11,20,-2.0,8.9255033557
OO,11,21,-3.0,0.501336898396
OO,11,22,-3.0,4.89501312336
OO,11,23,-4.0,-1.39370629371
OO,11,24,-3.0,2.33867595819
OO,11,25,-3.0,-1.21698113208
OO,11,26,-3.0,2.68960863698
OO,11,27,-3.0,3.2819025522
OO,11,28,-4.0,0.198051948052
OO,11,29,-3.0,3.78031383738
OO,11,30,0.0,21.0992671552
OO,12,1,2.0,39.8083278255
OO,12,2,-1.0,6.93908281999
OO,12,3,-2.0,6.39620081411
OO,12,4,-2.0,11.3933333333
OO,12,5,-3.0,3.73537234043
OO,12,6,-3.0,2.06723404255
OO,12,7,-3.0,10.0369853454
OO,12,8,-2.0,6.09289617486
OO,12,9,-3.0,7.49464668094
OO,12,10,-4.0,1.59959211421
OO,12,11,-4.0,1.66998671979
OO,12,12,-3.0,4.27097203728
OO,12,13,-2.0,10.1712802768
OO,12,14,2.0,22.2074947953
OO,12,15,5.0,22.9127789047
OO,12,16,2.0,20.3030518098
OO,12,17,1.0,12.4382174207
OO,12,18,1.0,15.8076923077
OO,12,19,9.0,39.6096433289
OO,12,20,10.0,27.8548042705
OO,12,21,9.0,36.364498645
OO,12,22,10.0,25.453886693
OO,12,23,10.0,43.0926796508
OO,12,24,11.0,43.2698145025
OO,12,25,0.0,14.9127052723
OO,12,26,7.0,30.5085413929
OO,12,27,12.0,40.6980337079
OO,12,28,0.0,15.6534320323
OO,12,29,0.0,8.43754220122
OO,12,30,0.0,10.9527665317
OO,12,31,0.0,11.8747954173
US,1,1,0.0,8.01171875
US,1,2,2.0,12.3922155689
US,1,3,0.5,10.2765321375
US,1,4,-1.0,9.47251114413
US,1,5,1.0,11.8290293856
US,1,6,0.0,9.36527436527
US,1,7,-1.0,8.5285935085
US,1,8,-2.0,6.74686520376
US,1,9,-3.0,2.24980842912
US,1,10,-2.0,3.92428785607
US,1,11,-1.0,6.99626865672
US,1,12,-3.0,1.17641325536
US,1,13,-1.0,5.62530813476
US,1,14,-2.0,2.62132921175
US,1,15,-3.0,0.74921630094
US,1,16,-3.0,1.62605363985
US,1,17,0.0,12.5134932534
US,1,18,0.0,6.59701492537
US,1,19,-1.0,6.67641325536
US,1,20,-2.0,3.04930156122
US,1,21,0.0,7.87867078825
US,1,22,-1.0,7.88793103448
US,1,23,-3.0,3.72567049808
US,1,24,-2.0,4.21889055472
US,1,25,-2.0,3.69029850746
US,1,26,-3.0,2.42787524366
US,1,27,0.0,12.7376237624
US,1,28,-2.0,4.80680061824
US,1,29,-4.0,-0.00470219435737
US,1,30,-3.0,3.8808250573
US,1,31,-2.0,9.68468468468
US,2,1,1.0,19.023880597
US,2,2,-2.0,3.77777777778
US,2,3,-2.0,10.8946058091
US,2,4,0.0,13.3582434515
US,2,5,-2.0,5.22265625
US,2,6,-3.0,1.91284046693
US,2,7,-3.0,3.07831325301
US,2,8,-2.0,6.81661676647
US,2,9,-3.0,2.23294346979
US,2,10,-2.0,5.18001651528
US,2,11,-2.0,5.06646058733
US,2,12,-1.0,11.3957680251
US,2,13,0.0,19.0465838509
US,2,14,-1.0,7.90800299177
US,2,15,0.0,10.7946627131
US,2,16,-2.0,7.19816513761
US,2,17,-2.0,5.50696150696
US,2,18,0.0,11.6684092606
US,2,19,-2.0,6.41928079572
US,2,20,-3.0,7.37160120846
US,2,21,-1.0,7.62266964952
US,2,22,3.0,17.4104089219
US,2,23,0.0,9.25114573786
US,2,24,-1.0,6.82707993475
US,2,25,-2.0,6.32808988764
US,2,26,-2.0,9.20351951033
US,2,27,-2.0,2.90256797583
US,2,28,-2.0,4.77554064131
US,2,29,-1.0,8.043866171
US,3,1,-2.0,5.34283088235
US,3,2,-2.0,4.3081300813
US,3,3,-2.0,5.26566037736
US,3,4,-3.0,4.38880368098
US,3,5,-3.0,4.11010558069
US,3,6,-3.0,3.53805970149
US,3,7,1.0,13.956748695
US,3,8,0.0,18.4745134384
US,3,9,0.0,10.1473251029
US,3,10,-1.0,6.94561933535
US,3,11,-3.0,3.0222392638
US,3,12,-3.0,3.82956259427
US,3,13,-2.0,3.05895522388
US,3,14,0.0,6.93437733035
US,3,15,2.0,21.0490286772
US,3,16,2.0,12.3788003287
US,3,17,-2.0,3.70166163142
US,3,18,-2.0,7.89800613497
US,3,19,0.0,19.628959276
US,3,20,0.0,7.03656716418
US,3,21,-1.0,4.41163310962
US,3,22,-2.0,5.31267345051
US,3,23,-2.0,3.58751027116
US,3,24,-2.0,6.75981873112
US,3,25,-2.0,4.49045072574
US,3,26,-3.0,1.72222222222
US,3,27,-2.0,5.45022288262
US,3,28,-2.0,4.48997772829
US,3,29,-1.0,4.90616375345
US,3,30,-1.0,6.84482758621
US,3,31,0.0,10.5346907994
US,4,1,-1.0,11.4174311927
US,4,2,-3.0,4.69804216867
US,4,3,-2.0,5.36681547619
US,4,4,0.0,16.0990320179
US,4,5,-1.0,6.0037037037
US,4,6,-1.0,11.1538461538
US,4,7,-2.0,3.88795731707
US,4,8,-3.0,3.41499227202
US,4,9,-3.0,3.07488653555
US,4,10,-1.0,6.58059701493
US,4,11,-1.0,9.01116902457
US,4,12,-1.0,6.0219047619
US,4,13,-2.0,4.14039408867
US,4,14,-3.0,3.36259541985
US,4,15,-4.0,1.1514683153
US,4,16,-4.0,2.22517058378
US,4,17,-3.0,0.00749063670412
US,4,18,-3.0,2.99031296572
US,4,19,-4.0,0.506196377502
US,4,20,-2.0,5.51393442623
US,4,21,-3.0,2.10429447853
US,4,22,-4.0,1.18613707165
US,4,23,-3.0,1.94596651446
US,4,24,-3.0,1.9984973704
US,4,25,-3.0,4.44786196549
US,4,26,-3.0,5.5014354067
US,4,27,-2.0,7.13898026316
US,4,28,0.0,15.3428132206
US,4,29,-3.0,0.849144634526
